form,tags
acholie,"['feminine', 'singular']"
acholies,"['feminine', 'plural']"
acholies,
acholis,
acholis,"['masculine', 'plural']"
achondroplasique,
achondroplasiques,
achondroplasiques,['plural']
achromatique,
achromatiques,['plural']
achromatiques,
achromatope,
achromatopes,
achromatopes,['plural']
achromatopsique,
achromatopsiques,
achromatopsiques,['plural']
achrome,
achromes,['plural']
achromes,
achromique,
achromiques,
achromiques,['plural']
achronique,
achroniques,['plural']
achroniques,
achéen,
achéenne,
achéenne,"['feminine', 'singular']"
achéennes,"['feminine', 'plural']"
achéennes,
achéens,"['masculine', 'plural']"
achéens,
achéménide,
achéménides,['plural']
achéménides,
aciculaire,
aciculaires,['plural']
aciculaires,
aciculifolié,
aciculifoliée,"['feminine', 'singular']"
aciculifoliées,"['feminine', 'plural']"
aciculifoliés,"['masculine', 'plural']"
aciculiforme,
aciculiformes,['plural']
aciculiformes,
aciculé,
aciculée,"['feminine', 'singular']"
aciculées,"['feminine', 'plural']"
aciculés,"['masculine', 'plural']"
acide,
acides,
acides,['plural']
acidifiable,
acidifiables,['plural']
acidifiables,
acidifié,
acidifiée,
acidifiée,"['feminine', 'singular']"
acidifiées,"['feminine', 'plural']"
acidifiées,
acidifiés,"['masculine', 'plural']"
acidifiés,
acidifère,
acidifères,['plural']
acidifères,
acidique,
acidiques,['plural']
acidiques,
acido-basique,
acido-basiques,['plural']
acido-basiques,
acidobasique,
acidobasiques,
acidobasiques,['plural']
acidogène,
acidogènes,['plural']
acidogènes,
acidophile,
acidophiles,['plural']
acidulé,
acidulée,
acidulée,"['feminine', 'singular']"
acidulées,"['feminine', 'plural']"
acidulées,
acidulés,"['masculine', 'plural']"
acidulés,
acinaciforme,
acinaciformes,['plural']
acineuse,
acineuse,"['feminine', 'singular']"
acineuses,
acineuses,"['feminine', 'plural']"
acineux,"['masculine', 'plural']"
acinétique,
acinétiques,['plural']
acinétiques,
acircuitique,
acircuitiques,['plural']
acircuitiques,
aciéreuse,"['feminine', 'singular']"
aciéreuse,
aciéreuses,
aciéreuses,"['feminine', 'plural']"
aciéreux,"['masculine', 'plural']"
aclaste,
aclastes,['plural']
aclastes,
aclinal,
aclinale,
aclinale,"['feminine', 'singular']"
aclinales,
aclinales,"['feminine', 'plural']"
aclinaux,"['masculine', 'plural']"
aclinaux,
aclinique,
acliniques,
acliniques,['plural']
acméiste,
acméistes,
acméistes,['plural']
acnescent,
acnescente,"['feminine', 'singular']"
acnescentes,"['feminine', 'plural']"
acnescents,"['masculine', 'plural']"
acnodal,
acnodale,
acnodale,"['feminine', 'singular']"
acnodales,
acnodales,"['feminine', 'plural']"
acnodaux,"['masculine', 'plural']"
acnodaux,
acnéique,
acnéiques,['plural']
acnéiques,
acommercial,
acommerciale,"['feminine', 'singular']"
acommerciale,
acommerciales,"['feminine', 'plural']"
acommerciales,
acommerciaux,"['masculine', 'plural']"
acommerciaux,
acosmique,
acosmiques,
acosmiques,['plural']
acotylédone,
acotylédones,
acotylédones,['plural']
acotylédoné,
acotylédonée,"['feminine', 'singular']"
acotylédonées,"['feminine', 'plural']"
acotylédonés,"['masculine', 'plural']"
acouphénique,
acouphéniques,['plural']
acouphéniques,
acousmate,
acousmates,
acousmates,['plural']
acousmatique,
acousmatiques,
acousmatiques,['plural']
acoustique,
acoustiques,
acoustiques,['plural']
acquis,"['masculine', 'plural']"
acquise,"['feminine', 'singular']"
acquises,"['feminine', 'plural']"
acquisitif,
acquisitifs,
acquisitifs,"['masculine', 'plural']"
acquisitive,
acquisitive,"['feminine', 'singular']"
acquisitives,
acquisitives,"['feminine', 'plural']"
acquittable,
acquittables,['plural']
acquittables,
acquitté,
acquittée,
acquittée,"['feminine', 'singular']"
acquittées,
acquittées,"['feminine', 'plural']"
acquittés,
acquittés,"['masculine', 'plural']"
acquérable,
acquérables,
acquérables,['plural']
acratopège,
acratopèges,['plural']
acratopèges,
acribique,
acribiques,['plural']
acribiques mfpl,['canonical']
acridien,
acridienne,
acridienne,"['feminine', 'singular']"
acridiennes,
acridiennes,"['feminine', 'plural']"
acridiens,
acridiens,"['masculine', 'plural']"
acridophage,
acridophages,['plural']
acrimonial,
acrimoniale,"['feminine', 'singular']"
acrimoniale,
acrimoniales,
acrimoniales,"['feminine', 'plural']"
acrimoniaux,"['masculine', 'plural']"
acrimoniaux,
acrimonieuse,"['feminine', 'singular']"
acrimonieuse,
acrimonieuses,
acrimonieuses,"['feminine', 'plural']"
acrimonieux,"['masculine', 'plural']"
acritique,
acritiques,['plural']
acritiques,
acroamatique,
acroamatiques,['plural']
acroamatiques,
acroatique,
acroatiques,['plural']
acroatiques,
acrobatique,
acrobatiques,['plural']
acrobatiques,
acrocentrique,
acrocentriques,
acrocentriques,['plural']
acrocéphale,
acrocéphales,['plural']
acrocéphales,
acrocéphalique,
acrocéphaliques,
acrocéphaliques,['plural']
acrogène,
acrogènes,['plural']
acrogènes,
acrologique,
acrologiques,['plural']
acrologiques mfpl,['canonical']
acroléïque,
acroléïques,['plural']
acroléïques,
acromial,
acromiale,
acromiale,"['feminine', 'singular']"
acromiales,
acromiales,"['feminine', 'plural']"
acromiaux,
acromiaux,"['masculine', 'plural']"
acromien,
acromienne,
acromienne,"['feminine', 'singular']"
acromiennes,"['feminine', 'plural']"
acromiennes,
acromiens,"['masculine', 'plural']"
acromiens,
acromégale,
acromégales,['plural']
acromégales,
acromégalique,
acromégaliques,['plural']
acromégaliques,
acromélique,
acroméliques,
acroméliques,['plural']
acronymique,
acronymiques,['plural']
acronymiques,
acrophile,
acrophiles,
acrophiles,['plural']
acropète,
acropètes,['plural']
acropètes,
acrylique,
acryliques,['plural']
actantiel,
actantielle,
actantielle,"['feminine', 'singular']"
actantielles,
actantielles,"['feminine', 'plural']"
actantiels,"['masculine', 'plural']"
actantiels,
actif,
actifs,
actifs,"['masculine', 'plural']"
actiniforme,
actiniformes,
actiniformes,['plural']
actinimorphe,
actinimorphes,['plural']
actinimorphes,
actinique,
actiniques,['plural']
actiniques,
actinomorphe,
actinomorphes,
actinomorphes,['plural']
actinométrique,
actinométriques,['plural']
actinométriques,
actinorhizien,
actinorhizienne,"['feminine', 'singular']"
actinorhizienne,
actinorhiziennes,"['feminine', 'plural']"
actinorhiziennes,
actinorhiziens,
actinorhiziens,"['masculine', 'plural']"
actionnable,
actionnables,
actionnables,['plural']
actionnaliste,
actionnalistes,
actionnalistes,['plural']
actionnarial,
actionnariale,
actionnariale,"['feminine', 'singular']"
actionnariales,"['feminine', 'plural']"
actionnariales,
actionnariaux,"['masculine', 'plural']"
actionnariaux,
actionnel,
actionnelle,"['feminine', 'singular']"
actionnelle,
actionnelles,
actionnelles,"['feminine', 'plural']"
actionnels,
actionnels,"['masculine', 'plural']"
activable,
activables,['plural']
activables,
active,
active,"['feminine', 'singular']"
actives,"['feminine', 'plural']"
actives,
actualisable,
actualisables,['plural']
actualisables,
actuariel,
actuarielle,
actuarielle,"['feminine', 'singular']"
actuarielles,"['feminine', 'plural']"
actuarielles,
actuariels,"['masculine', 'plural']"
actuariels,
actuel,
actuelle,"['feminine', 'singular']"
actuelle,
actuelles,
actuelles,"['feminine', 'plural']"
actuels,
actuels,"['masculine', 'plural']"
aculéiforme,
aculéiformes,['plural']
aculéiformes,
acuminé,
acuminée,"['feminine', 'singular']"
acuminée,
acuminées,"['feminine', 'plural']"
acuminées,
acuminés,"['masculine', 'plural']"
acuminés,
acut,
acutangle,
acutangles,
acutangles,['plural']
acutangulaire,
acutangulaires,['plural']
acutangulaires,
acutangules,
acutangulé,
acutangulée,
acutangulée,"['feminine', 'singular']"
acutangulées,
acutangulées,"['feminine', 'plural']"
acutangulés,"['masculine', 'plural']"
acutangulés,
acute,
acute,"['feminine', 'singular']"
acutes,
acutes,"['feminine', 'plural']"
acuts,
acuts,"['masculine', 'plural']"
acyanophile,
acyanophiles,['plural']
acyanophiles,
acyclique,
acycliques,['plural']
acycliques,
acémète,
acémètes,['plural']
acémètes,
acéphale,
acéphales,
acéphales,['plural']
acéphalobrache,
acéphalobraches,
acéphalobraches,['plural']
acéphalopode,
acéphalopodes,['plural']
acéphalopodes,
acéphalothore,
acéphalothores,['plural']
acéphalothores,
acéracé,
acéracée,
acéracée,"['feminine', 'singular']"
acéracées,"['feminine', 'plural']"
acéracées,
acéracés,
acéracés,"['masculine', 'plural']"
acérain,
acéraine,"['feminine', 'singular']"
acéraine,
acéraines,
acéraines,"['feminine', 'plural']"
acérains,
acérains,"['masculine', 'plural']"
acéricole,
acéricoles,['plural']
acéricoles,
acéré,
acérée,
acérée,"['feminine', 'singular']"
acérées,"['feminine', 'plural']"
acérées,
acérés,
acérés,"['masculine', 'plural']"
acétabuleuse,"['feminine', 'singular']"
acétabuleuses,"['feminine', 'plural']"
acétabuleux,"['masculine', 'plural']"
acétabuliforme,
acétabuliformes,
acétabuliformes,['plural']
acétabulé,
acétabulée,"['feminine', 'singular']"
acétabulées,"['feminine', 'plural']"
acétabulés,"['masculine', 'plural']"
acéteuse,
acéteuse,"['feminine', 'singular']"
acéteuses,"['feminine', 'plural']"
acéteuses,
acéteux,"['masculine', 'plural']"
acétique,
acétiques,['plural']
acétiques,
acétoacétique,
acétoacétiques,
acétoacétiques,['plural']
acétolactique,
acétolactiques,['plural']
acétolactiques,
acétopropylique,
acétopropyliques,['plural']
acétopropyliques,
acétylsalicylique,
acétylsalicyliques,['plural']
acétylsalicyliques,
acétylé,
acétylée,"['feminine', 'singular']"
acétylée,
acétylées,"['feminine', 'plural']"
acétylées,
acétylénique,
acétyléniques,
acétyléniques,['plural']
acétylés,
acétylés,"['masculine', 'plural']"
acété,
acétée,
acétée,"['feminine', 'singular']"
acétées,"['feminine', 'plural']"
acétées,
acétés,"['masculine', 'plural']"
acétés,
acône,
acônes,
acônes,['plural']
acœlomate,
acœlomates,['plural']
adactyle,
adactyles,
adactyles,['plural']
adamantin,
adamantine,"['feminine', 'singular']"
adamantine,
adamantines,"['feminine', 'plural']"
adamantines,
adamantins,
adamantins,"['masculine', 'plural']"
adamien,
adamienne,"['feminine', 'singular']"
adamienne,
adamiennes,"['feminine', 'plural']"
adamiennes,
adamiens,"['masculine', 'plural']"
adamiens,
adamique,
adamiques,['plural']
adamiques,
adamite,
adamites,['plural']
adaptable,
adaptables,
adaptables,['plural']
adaptateur,
adaptateurs,"['masculine', 'plural']"
adaptatif,
adaptatifs,
adaptatifs,"['masculine', 'plural']"
adaptationnel,
adaptationnelle,
adaptationnelle,"['feminine', 'singular']"
adaptationnelles,
adaptationnelles,"['feminine', 'plural']"
adaptationnels,"['masculine', 'plural']"
adaptationnels,
adaptative,
adaptative,"['feminine', 'singular']"
adaptatives,"['feminine', 'plural']"
adaptatives,
adaptatrice,"['feminine', 'singular']"
adaptatrice,
adaptatrices,
adaptatrices,"['feminine', 'plural']"
adaptif,
adaptifs,
adaptifs,"['masculine', 'plural']"
adaptive,
adaptive,"['feminine', 'singular']"
adaptives,"['feminine', 'plural']"
adaptives,
addictif,
addictifs,"['masculine', 'plural']"
addictifs,
addictive,
addictive,"['feminine', 'singular']"
addictives,"['feminine', 'plural']"
addictives,
addictogène,"['feminine', 'singular']"
addictogènes,
addictogènes,"['feminine', 'plural']"
addictogènes,"['masculine', 'plural']"
addictologique,
addictologiques,
addictologiques,['plural']
additif,
additifs,"['masculine', 'plural']"
additionnable,
additionnables,['plural']
additionnables,
additionnel,
additionnelle,"['feminine', 'singular']"
additionnelle,
additionnelles,
additionnelles,"['feminine', 'plural']"
additionnels,
additionnels,"['masculine', 'plural']"
additive,"['feminine', 'singular']"
additive,
additives,
additives,"['feminine', 'plural']"
additivé,
additivée,
additivée,"['feminine', 'singular']"
additivées,"['feminine', 'plural']"
additivées,
additivés,
additivés,"['masculine', 'plural']"
adductif,
adductifs,
adductifs,"['masculine', 'plural']"
adductive,"['feminine', 'singular']"
adductive,
adductives,
adductives,"['feminine', 'plural']"
adelphique,
adelphiques,
adelphiques,['plural']
adepte,
adeptes,
adeptes,['plural']
adextré,
adextrée,
adextrée,"['feminine', 'singular']"
adextrées,"['feminine', 'plural']"
adextrées,
adextrés,"['masculine', 'plural']"
adextrés,
adhérent,
adhérente,
adhérente,"['feminine', 'singular']"
adhérentes,
adhérentes,"['feminine', 'plural']"
adhérents,
adhérents,"['masculine', 'plural']"
adhésif,
adhésifs,"['masculine', 'plural']"
adhésifs,
adhésive,"['feminine', 'singular']"
adhésive,
adhésives,"['feminine', 'plural']"
adhésives,
adhésivé,
adhésivée,
adhésivée,"['feminine', 'singular']"
adhésivées,
adhésivées,"['feminine', 'plural']"
adhésivés,
adhésivés,"['masculine', 'plural']"
adiabatique,
adiabatiques,['plural']
adiabatiques,
adiabénien,
adiabénienne,"['feminine', 'singular']"
adiabéniennes,"['feminine', 'plural']"
adiabéniens,"['masculine', 'plural']"
adiaphane,
adiaphanes,
adiaphanes,['plural']
adipeuse,
adipeuse,"['feminine', 'singular']"
adipeuses,
adipeuses,"['feminine', 'plural']"
adipeux,"['masculine', 'plural']"
adipique,
adipiques,['plural']
adipiques,
adiposogénital,
adiposogénitale,"['feminine', 'singular']"
adiposogénitale,
adiposogénitales,
adiposogénitales,"['feminine', 'plural']"
adiposogénitaux,
adiposogénitaux,"['masculine', 'plural']"
adique,
adiques,['plural']
adiques,
adjacent,
adjacente,"['feminine', 'singular']"
adjacente,
adjacentes,
adjacentes,"['feminine', 'plural']"
adjacents,
adjacents,"['masculine', 'plural']"
adjectif,
adjectifs,
adjectifs,"['masculine', 'plural']"
adjectival,
adjectivale,"['feminine', 'singular']"
adjectivale,
adjectivales,"['feminine', 'plural']"
adjectivales,
adjectivateur,
adjectivateurs,"['masculine', 'plural']"
adjectivateurs,
adjectivatrice,
adjectivatrice,"['feminine', 'singular']"
adjectivatrices,
adjectivatrices,"['feminine', 'plural']"
adjectivaux,"['masculine', 'plural']"
adjectivaux,
adjective,
adjective,"['feminine', 'singular']"
adjectives,"['feminine', 'plural']"
adjectives,
adjudicatif,
adjudicatifs,
adjudicatifs,"['masculine', 'plural']"
adjudicative,
adjudicative,"['feminine', 'singular']"
adjudicatives,
adjudicatives,"['feminine', 'plural']"
adjuvant,
adjuvante,
adjuvante,"['feminine', 'singular']"
adjuvantes,
adjuvantes,"['feminine', 'plural']"
adjuvants,
adjuvants,"['masculine', 'plural']"
administrable,
administrables,['plural']
administrables,
administratif,
administratifs,
administratifs,"['masculine', 'plural']"
administrative,"['feminine', 'singular']"
administrative,
administratives,
administratives,"['feminine', 'plural']"
admirable,
admirables,['plural']
admirables,
admiratif,
admiratifs,"['masculine', 'plural']"
admiratifs,
admirative,"['feminine', 'singular']"
admirative,
admiratives,"['feminine', 'plural']"
admiratives,
admissible,
admissibles,['plural']
admissibles,
adnominal,
adnominale,"['feminine', 'singular']"
adnominale,
adnominales,"['feminine', 'plural']"
adnominales,
adnominaux,
adnominaux,"['masculine', 'plural']"
adné,
adnée,"['feminine', 'singular']"
adnée,
adnées,"['feminine', 'plural']"
adnées,
adnés,"['masculine', 'plural']"
adnés,
adogmatique,
adogmatiques,
adogmatiques,['plural']
adolescent,
adolescente,"['feminine', 'singular']"
adolescente,
adolescentes,"['feminine', 'plural']"
adolescentes,
adolescents,"['masculine', 'plural']"
adolescents,
adonien,
adonienne,"['feminine', 'singular']"
adonienne,
adoniennes,
adoniennes,"['feminine', 'plural']"
adoniens,"['masculine', 'plural']"
adoniens,
adonique,
adoniques,['plural']
adoniques,
adoptable,
adoptables,
adoptables,['plural']
adoptant,
adoptante,
adoptante,"['feminine', 'singular']"
adoptantes,"['feminine', 'plural']"
adoptantes,
adoptants,"['masculine', 'plural']"
adoptants,
adoptianiste,
adoptianistes,
adoptianistes,['plural']
adoptif,
adoptifs,
adoptifs,"['masculine', 'plural']"
adoptive,
adoptive,"['feminine', 'singular']"
adoptives,"['feminine', 'plural']"
adoptives,
adorable,
adorables,['plural']
adorables,
adoratif,
adoratifs,
adoratifs,"['masculine', 'plural']"
adorative,"['feminine', 'singular']"
adorative,
adoratives,
adoratives,"['feminine', 'plural']"
adoucissant,
adoucissante,"['feminine', 'singular']"
adoucissante,
adoucissantes,"['feminine', 'plural']"
adoucissantes,
adoucissants,"['masculine', 'plural']"
adoucissants,
adpositionnel,
adpositionnelle,
adpositionnelle,"['feminine', 'singular']"
adpositionnelles,"['feminine', 'plural']"
adpositionnelles,
adpositionnels,"['masculine', 'plural']"
adpositionnels,
adriatique,
adriatiques,
adriatiques,['plural']
adroit,
adroite,
adroite,"['feminine', 'singular']"
adroites,"['feminine', 'plural']"
adroites,
adroits,
adroits,"['masculine', 'plural']"
adrénergique,
adrénergiques,['plural']
adrénergiques,
adrénocorticotrope,
adrénocorticotropes,
adrénocorticotropes,['plural']
adscrit,
adscrite,"['feminine', 'singular']"
adscrite,
adscrites,"['feminine', 'plural']"
adscrites,
adscrits,"['masculine', 'plural']"
adscrits,
adsorbé,
adsorbée,
adsorbée,"['feminine', 'singular']"
adsorbées,
adsorbées,"['feminine', 'plural']"
adsorbés,
adsorbés,"['masculine', 'plural']"
adualiste,
adualistes,['plural']
adualistes,
adulatoire,
adulatoires,
adulatoires,['plural']
adulte,
adultes,
adultes,['plural']
adultère,
adultères,['plural']
adultérin,
adultérine,
adultérine,"['feminine', 'singular']"
adultérines,"['feminine', 'plural']"
adultérines,
adultérins,"['masculine', 'plural']"
adultérins,
advenable,
advenables,['plural']
advenables,
adventice,
adventices,['plural']
adventices,
adventif,
